Plot #,Block,Sub-block,H2O,Sp comp,Fertilization,Clipping,08 Avena,08 Lolium,08 Bromus h,08 Trifolium,08 Aegilops,08 Taeniatherum,08 Bromus c,08 Elymus,08 Leymus,08 Nassella,08 Poa,08 Vulpia,08 Lotus,08 Lupinus,08 Centaurea,08 Litter,08 bare,08 disturbance,08 annual,08 waps,08 natives,08 total,09Avena,09Lolium,09Bromus h,09Trifolium,09Aegilops,09Taeniatherum,09Bromus c,09Elymus,09Leymus,09Nassella,09Poa,09Vulpia,09Lotus,09Lupinus,09Centaurea,09Litter,09bare,09disturbance,09annual,09waps,09native,09 total,10Avena,10Lolium,10Bromus h,10Trifolium,10Aegilops,10Taeniatherum,10Bromus c,10Elymus,10Leymus,10Nassella,10Poa,10Vulpia,10Lotus,10Lupinus,10Centaurea,10Bromusdiandrus,10Lactucaserriola,10Vicia,10Hordeum sp.,10Epilobiumbrachyantherum,10Helann,10capbur,10conarv,10weeds,10phalaris sp.,10unk. Thistle,10Litter,10bare,10disturbance,10 annuals,10 waps,10 natives,10 other weeds,10 total,11Avena,11Lolium,11Bromus h,11Trifolium,11Aegilops,11Taeniatherum,11Bromus c,11Elymus,11Leymus,11Nassella,11Poa,11Vulpia,11Lotus,11Lupinus,11Centaurea,11Bromusdiandrus,11weeds,11Litter,11bare,11disturbance,11vetch,11annuals,11 waps,11 natives,11 other weeds,11 total,12Avena,12Lolium,12Bromus h,12Trifolium,12Aegilops,12Taeniatherum,12Bromus c,12Elymus,12Leymus,12Nassella,12Poa,12Vulpia,12Lotus,12Lupinus,12Centaurea,12Bromusdiandrus,12weeds,12hordeum,12amsinckia,12orchard grass,12vetch,12Litter,12bare,12disturbance,12 annuals,12 waps,12 natives,12 other weeds,12 total,13Avena,13Lolium,13Bromus h,13Trifolium,13Aegilops,13Taeniatherum,13Bromus c,13Elymus,13Leymus,13Nassella,13Poa,13Vulpia,13Lotus,13Lupinus,13Centaurea,13Bromusdiandrus,13weeds,13Litter,13bare,13disturbance,13vetch,13amsinckia,13annuals,13 waps,13 natives,13 other weeds,13 total,14Avena,14Lolium,14Bromus h,14Trifolium,14Aegilops,14Taeniatherum,14Bromus c,14Elymus,14Leymus,14Nassella,14Poa,14Vulpia,14Lotus,14Lupinus,14Centaurea,14Bromusdiandrus,14weeds,14Litter,14bare,14disturbance,14vetch,14annual,14 waps,14 natives,14 other weeds,14 total,15Avena,15Lolium,15Bromus h,15Trifolium,15Aegilops,15Taeniatherum,15Bromus c,15Elymus,15Leymus,15Nassella,15poa,15Vulpia,15Lotus,15Lupinus,15Centaurea,15Bromusdiandrus,15bindweed,15hordeum,15Litter,15bare,15disturbance,15vetch,15Erodium moschatum,15Senecio,15Conyza,15Geranium,15redmaid,15Melilotus,15Galium,15other weeds,15AG- big,15AG-small,15grass,15Lactuca (broadleaf with spines down back vein),15bunchgrass,15amsinckia,15milk thistle,15helianthus,15capsella,15hordeum marinum (more like mh0,15big leaf dandelion (leaf looks like mustard),15dead grass (not senesced litter),15Veronica,15mustard,15tarweed,15orchard grass,15thistle,15bromus madritensis,15gumplant,15annual,15 an forbs,15 total annual exotic,15 waps,15 yst + waps,15 native grass,15 native forb,15 total native,15 weeds,15 total
11,1,1,late wet,annuals,none,fall clipping,2.5,55,35,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,105,75,12.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,125,0,0,125,45,2.5,35,75,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,0,2.5,0,160,25,2.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5,0,0,0,102.5,0,2.5,12.5,0,12.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,77.5,0,0,92.5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,2.5,0,12.5,0,25,85,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,110,2.5,0,127.5,2.50,0.00,12.50,12.50,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,50.00,65.00,65.00,65.00,0.00,0.00,0.00,0.00,130.00
12,1,1,late wet,natives +WAPS + annuals,none,spring clipping,2.5,2.5,2.5,12.5,12.5,25,0,2.5,2.5,0,0,2.5,0,2.5,0,0,0,0,20,37.5,10,67.5,2.5,2.5,0,25,2.5,35,0,0,0,0,0,0,0,0,0,35,0,0,30,37.5,0,67.5,2.5,2.5,2.5,35,12.5,65,2.5,2.5,0,0,0,0,0,12.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,25,42.5,77.5,17.5,2.5,140,2.5,2.5,2.5,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120,0,0,127.5,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,15,0,0,0,15,12.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2.5,0,0,15,12.5,0,12.5,2.5,2.5,2.5,12.5,0,0,0,0,0,2.5,0,0,0,0,0,75,0,0,27.5,5,15,0,47.5,12.50,0.00,55.00,12.50,2.50,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.50,60.00,127.50,2.50,2.50,5.00,0.00,5.00,0.00,135.00
13,1,1,late wet,annuals + natives,none,none,12.5,12.5,12.5,12.5,0,0,2.5,2.5,2.5,0,0,12.5,0,12.5,0,0,0,0,50,0,32.5,82.5,35,12.5,25,25,0,0,25,0,0,0,0,35,0,12.5,0,0,0,0,97.5,0,72.5,170,12.5,2.5,2.5,2.5,0,2.5,12.5,2.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,65,12.5,0,20,2.5,15,12.5,50,25,12.5,25,0,0,0,0,12.5,0,0,0,12.5,0,0,0,25,0,0,0,0,0,62.5,0,25,25,112.5,12.5,2.5,12.5,0,0,35,12.5,25,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,35,42.5,0,105,12.5,0,12.5,0,0,12.5,2.5,35,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,25,12.5,42.5,0,80,2.5,0,2.5,0,0,0,12.5,35,0,2.5,0,0,0,0,0,12.5,0,85,0,0,0,17.5,0,50,0,67.5,35.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.50,35.00,82.50,0.00,0.00,37.50,0.00,37.50,0.00,120.00
14,1,1,late wet,Poa secunda,none,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,12.5,0,0,0,0,0,85,0,35,0,0,0,85,2.5,12.5,0,100,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,55.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,35.00,47.50,0.00,0.00,12.50,0.00,12.50,12.50,72.50
15,1,1,late wet,natives +WAPS + annuals,high fert,spring clipping,12.5,12.5,2.5,25,2.5,12.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,52.5,15,5,72.5,2.5,2.5,0,0,12.5,25,0,0,0,0,0,0,0,0,0,65,0,0,5,37.5,0,42.5,2.5,2.5,2.5,25,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32.5,120,0,0,152.5,2.5,2.5,2.5,0,12.5,95,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,107.5,2.5,0,117.5,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,5,2.5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,45,0,0,47.5,2.5,0,"2,5",0,12.5,2.5,2.5,2.5,0,2.5,0,0,0,0,0,0,0,95,0,0,0,2.5,15,7.5,0,25,12.50,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,12.50,55.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,37.50,70.00,107.50,0.00,0.00,2.50,0.00,2.50,57.50,167.50
16,1,1,late wet,Lolium multiflorum,none,none,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,25,0,0,25,0,75,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,75,2.5,2.5,0,80,0,75,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,0,0,110,0,12.5,2.5,0,0,85,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,2.5,0,102.5,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,75,0,45,120,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,95,0,0,0,0,25,25,0,50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,65.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,12.50,12.50,12.50,2.50,15.00,50.00,177.50
17,1,1,late wet,Avena fatua,none,none,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,95,0,0,95,55,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,55,2.5,0,0,57.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,95,12.5,12.5,12.5,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,35,25,0,97.5,0,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,45,45,35,125,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,2.5,0,0,0,2.5,85.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,97.50,110.00,207.50,0.00,0.00,0.00,2.50,2.50,37.50,247.50
18,1,1,late wet,Lotus purshianus,none,none,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,95,0,0,0,0,25,25,0,2.5,0,0,0,2.5,0,0,0,0,0,0,2.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,75,0,0,2.5,2.5,2.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,55,0,0,0,0,0,0,35,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,95,95,12.5,0,0,0,0,65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,65,35,0,112.5,12.5,0,2.5,0,12.5,2.5,12.5,35,0,0,0,0,12.5,0,0,2.5,0,85,0,0,0,17.5,15,60,0,92.5,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,95.00,0.00,0.00,75.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,87.50,125.00,0.00,0.00,25.00,0.00,25.00,0.00,150.00
19,1,1,late wet,natives +WAPS + annuals,high fert,fall clipping,12.5,12.5,25,25,2.5,25,25,12.5,12.5,0,0,12.5,0,55,0,0,0,0,75,27.5,117.5,220,12.5,0,2.5,0,65,25,12.5,0,0,0,0,0,0,0,0,0,0,0,15,90,12.5,117.5,2.5,0,2.5,12.5,75,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,17.5,100,25,2.5,145,2.5,12.5,25,0,12.5,45,12.5,45,0,0,0,2.5,0,0,0,0,0,0,0,0,0,40,57.5,60,0,157.5,2.5,0,12.5,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,0,40,25,0,25,0,0,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12.5,25,0,87.5,25,0,12.5,0,0,0,45,45,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,37.5,0,115,0,152.5,0.00,0.00,25.00,0.00,12.50,0.00,12.50,12.50,0.00,2.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,37.50,12.50,12.50,27.50,0.00,27.50,0.00,77.50
20,1,1,late wet,Vulpia microstachys,none,none,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,65,0,0,0,0,75,75,0,0,0,0,0,2.5,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,35,0,0,0,2.5,65,2.5,70,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,0,0,0,0,0,0,25,75,100,0,0,12.5,0,0,75,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,75,12.5,0,100,2.5,2.5,0,0,35,85,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,5,120,12.5,0,137.5,12.5,0,0,0,35,25,0,0,0,12.5,0,0,0,0,0,2.5,0,95,0,0,0,15,60,12.5,0,87.5,35.00,0.00,0.00,0.00,2.50,12.50,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,85.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.50,65.00,112.50,15.00,15.00,35.00,0.00,35.00,0.00,162.50
21,1,1,late wet,Nassella pulchra,none,none,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,55,0,0,0,45,45,0,0,25,0,2.5,0,0,0,0,45,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,25,2.5,47.5,0,75,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,25,0,0,0,0,0,0,85,25,110,0,0,2.5,0,0,0,0,0,0,95,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,95,0,100,0,0,2.5,0,2.5,12.5,0,0,0,85,0,0,0,0,0,12.5,0,0,0,0,0,0,2.5,15,85,12.5,115,0,0,12.5,0,2.5,2.5,0,0,0,95,0,0,0,2.5,0,12.5,0,0,0,12.5,0,25,5,97.5,0,127.5,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,45.00,57.50,2.50,2.50,85.00,0.00,85.00,0.00,145.00
22,1,1,late wet,annuals,none,none,12.5,45,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0,0,72.5,65,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5,0,0,102.5,55,2.5,12.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,72.5,2.5,0,0,75,55,2.5,55,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,25,0,0,137.5,2.5,0,12.5,0,12.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,87.5,0,0,102.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,35,0,35,0,25,2.5,0,0,0,0,0,0,0,2.5,0,0,0,85,0,0,0,70,27.5,2.5,0,100,25.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,55.00,12.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,70.00,95.00,45.00,45.00,0.00,0.00,0.00,0.00,140.00
23,1,1,late wet,Taeniatherum caput-medusae,none,none,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,95,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,95,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,75,0,0,12.5,0,0,55,0,12.5,67.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,95,0,0,0,12.5,12.5,12.5,0,37.5,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,25.00,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,12.50,70.00,82.50,0.00,0.00,0.00,50.00,50.00,172.50,305.00
24,1,1,late wet,Elymus glaucus,none,none,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,45,0,0,0,0,75,75,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,95,0,95,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,75,25,100,0,0,0,0,0,35,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,0,110,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,0,75,0.00,0.00,2.50,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,95.00,0.00,0.00,75.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,75.00,90.00,0.00,0.00,55.00,0.00,55.00,2.50,147.50
25,1,1,late wet,natives +WAPS + annuals,none,none,12.5,25,12.5,25,2.5,2.5,25,12.5,25,0,0,0,0,12.5,0,0,0,0,75,5,75,155,55,2.5,0,0,2.5,12.5,12.5,0,0,0,0,0,0,12.5,0,55,0,0,57.5,15,25,97.5,25,2.5,2.5,0,12.5,12.5,2.5,2.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,55,0,0,30,25,5,12.5,72.5,12.5,0,2.5,0,2.5,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37.5,25,0,77.5,12.5,0,12.5,0,2.5,12.5,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,25,15,37.5,0,77.5,65,0,2.5,0,0,2.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,2.5,35,0,105,12.5,0,2.5,0,2.5,2.5,12.5,25,0,0,0,0,0,0,0,0,0,75,0,0,0,15,5,37.5,0,57.5,55.00,0.00,0.00,0.00,2.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,45.00,100.00,2.50,2.50,25.00,0.00,25.00,0.00,127.50
26,1,1,late wet,Bromus hordeaceus,none,none,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,85,0,0,85,0,0,85,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,85,5,2.5,0,92.5,0,0,75,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,100,2.5,0,25,0,25,25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,50,2.5,0,80,12.5,0,12.5,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,0,0,95,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,2.5,0,0,0,2.5,65.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,77.50,80.00,157.50,0.00,0.00,0.00,2.50,2.50,35.00,195.00
27,1,1,late wet,WAPS + annuals,high fert,spring clipping,25,12.5,2.5,25,25,65,0,0,0,0,0,0,0,0,0,0,0,0,65,90,0,155,12.5,2.5,0,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,15,70,0,85,25,2.5,2.5,2.5,2.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,87.5,0,0,120,2.5,0,0,0,12.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,107.5,0,0,110,0,0,0,0,55,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,0,0,67.5,25,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,0,0,60,12.5,0,0,0,55,2.5,0,0,0,0,0,0,12.5,0,0,0,0,55,0,0,0,12.5,57.5,12.5,0,82.5,35.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,45.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,35.00,37.50,72.50,2.50,2.50,0.00,0.00,0.00,67.50,142.50
28,1,1,late wet,natives +WAPS + annuals,high fert,none,35,12.5,12.5,12.5,2.5,12.5,12.5,25,35,0,0,0,0,35,0,0,0,0,72.5,15,107.5,195,35,2.5,0,0,35,0,12.5,0,0,0,0,0,0,0,0,35,0,0,37.5,35,12.5,85,2.5,12.5,2.5,55,12.5,2.5,12.5,12.5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,72.5,15,25,5,117.5,35,0,12.5,0,2.5,35,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,37.5,27.5,0,112.5,35,2.5,2.5,0,2.5,12.5,12.5,12.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,40,15,27.5,0,82.5,85,0,12.5,0,2.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,97.5,15,0,12.5,125,35,0,2.5,0,25,2.5,2.5,25,0,0,0,0,0,0,0,0,0,65,0,0,0,37.5,27.5,27.5,0,92.5,75.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,85.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.50,12.50,90.00,2.50,2.50,0.00,0.00,0.00,2.50,95.00
